ID,Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,Is featured?,Visibility in catalogue,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (g),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Cost of goods,Brands,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 2 default,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 1 default
286,simple,192224,788821001214,National Tamarind Sauce 325 ml,1,0,visible,"<p><strong>National</strong> <strong>Tamarind (imli)</strong> — Tangy, concentrated tamarind — the souring agent essential to South Indian and Pakistani cooking. The perfect accompaniment to <strong>tamarind chutney</strong> and <strong>sambar</strong>. Available in a 325 g jar. Order from <strong>Ideal Indiska LIVS</strong> Stockholm — authentic <strong>Indian pickles</strong> with fast delivery across Sweden.</p>","<p>\n<strong>National Tamarind Sauce 325 ml</strong> (325 g) by <strong>National</strong> — Tangy, concentrated tamarind — the souring agent essential to South Indian and Pakistani cooking.\nAn essential condiment in South Asian households, this 325 g jar\nkeeps your table stocked with authentic <strong>tamarind (imli)</strong>\nfor weeks of flavourful meals.\n</p>\n\n<h3>Serve with</h3>\n<ul>\n<li>tamarind chutney</li><li>sambar</li><li>rasam</li><li>pani puri water</li><li>pad Thai</li>\n</ul>\n\n<h3>Serving tip</h3>\n<p>Soak block tamarind in warm water for 15 minutes, then squeeze and strain. Freeze leftover paste in ice cube trays.</p>\n\n<h3>Why South Asian pickles and chutneys?</h3>\n<p>\nIn Indian and Pakistani cuisine, <strong>pickles (achar)</strong> and chutneys are not just condiments —\nthey are an integral part of the meal. A spoonful of <strong>mango pickle</strong> alongside plain dal\nand rice transforms it into a complete, satisfying dish. These bold flavours are hard to replicate\nand even harder to find in regular Swedish supermarkets.\n</p>\n\n<h3>Storage</h3>\n<p>Refrigerate after opening. Always use a clean, dry spoon.\nOil-based pickles keep for up to 6 months; water-based chutneys for 2–4 weeks once opened.</p>\n\n<h3>Order from Ideal Indiska LIVS, Stockholm</h3>\n<p>\n<strong>Ideal Indiska LIVS</strong> is Stockholm's leading online Indian and Pakistani grocery store,\nstocking a wide range of <strong>pickles, chutneys, and pastes</strong> from brands like\nPatak's, Priya, Shan, National, and more.\nOrder your <strong>tamarind (imli)</strong> today with fast delivery anywhere in Sweden.\n</p>",,,taxable,reduced-rate,1,,,0,0,325,,,,1,,,28,"Pickles\, Chutneys & Pastes, Pickles\, Chutneys & Pastes > Sauces",,,https://crm.ideallivs.com/wp-content/uploads/2025/05/National-Tamarind-Sauce-325-ml.png,,,,,,,,,0,,National,Store Availability,On Display to Order,1,1,,,,,,,,,,
287,simple,192225,788821001184,Shan Ginger Garlic Paste 700 gm,1,0,visible,<p><strong>Shan</strong> <strong>Garlic paste</strong> — Ready-to-use smooth garlic paste — saves peeling and grinding every time you cook. The perfect accompaniment to <strong>curries</strong> and <strong>marinades</strong>. Available in a 700 g jar. Order from <strong>Ideal Indiska LIVS</strong> Stockholm — authentic <strong>Indian pickles</strong> with fast delivery across Sweden.</p>,"<p>\n<strong>Shan Ginger Garlic Paste 700 gm</strong> (700 g) by <strong>Shan</strong> — Ready-to-use smooth garlic paste — saves peeling and grinding every time you cook.\nAn essential condiment in South Asian households, this 700 g jar\nkeeps your table stocked with authentic <strong>garlic paste</strong>\nfor weeks of flavourful meals.\n</p>\n\n<h3>Serve with</h3>\n<ul>\n<li>curries</li><li>marinades</li><li>tikka</li><li>dal tadka</li><li>any savoury dish</li>\n</ul>\n\n<h3>Serving tip</h3>\n<p>Use 1 tsp of paste per 2 garlic cloves called for in a recipe. Refrigerate after opening.</p>\n\n<h3>Why South Asian pickles and chutneys?</h3>\n<p>\nIn Indian and Pakistani cuisine, <strong>pickles (achar)</strong> and chutneys are not just condiments —\nthey are an integral part of the meal. A spoonful of <strong>mango pickle</strong> alongside plain dal\nand rice transforms it into a complete, satisfying dish. These bold flavours are hard to replicate\nand even harder to find in regular Swedish supermarkets.\n</p>\n\n<h3>Storage</h3>\n<p>Refrigerate after opening. Always use a clean, dry spoon.\nOil-based pickles keep for up to 6 months; water-based chutneys for 2–4 weeks once opened.</p>\n\n<h3>Order from Ideal Indiska LIVS, Stockholm</h3>\n<p>\n<strong>Ideal Indiska LIVS</strong> is Stockholm's leading online Indian and Pakistani grocery store,\nstocking a wide range of <strong>pickles, chutneys, and pastes</strong> from brands like\nPatak's, Priya, Shan, National, and more.\nOrder your <strong>garlic paste</strong> today with fast delivery anywhere in Sweden.\n</p>",,,taxable,reduced-rate,1,,,0,0,700,,,,1,,,50,"Pickles\, Chutneys & Pastes > Cooking Pastes",,,https://crm.ideallivs.com/wp-content/uploads/2025/07/Shan-Ginger-Garlic-Paste-700-gm-e1754006252861.png,,,,,,,,,0,,Shan,Store Availability,On Display to Order,1,1,,,,,,,,,,
288,simple,192226,620514000695,Shan Ginger Garlic Paste 310 gm,1,0,visible,<p><strong>Shan</strong> <strong>Garlic paste</strong> — Ready-to-use smooth garlic paste — saves peeling and grinding every time you cook. The perfect accompaniment to <strong>curries</strong> and <strong>marinades</strong>. Available in a 310 g jar. Order from <strong>Ideal Indiska LIVS</strong> Stockholm — authentic <strong>Indian pickles</strong> with fast delivery across Sweden.</p>,"<p>\n<strong>Shan Ginger Garlic Paste 310 gm</strong> (310 g) by <strong>Shan</strong> — Ready-to-use smooth garlic paste — saves peeling and grinding every time you cook.\nAn essential condiment in South Asian households, this 310 g jar\nkeeps your table stocked with authentic <strong>garlic paste</strong>\nfor weeks of flavourful meals.\n</p>\n\n<h3>Serve with</h3>\n<ul>\n<li>curries</li><li>marinades</li><li>tikka</li><li>dal tadka</li><li>any savoury dish</li>\n</ul>\n\n<h3>Serving tip</h3>\n<p>Use 1 tsp of paste per 2 garlic cloves called for in a recipe. Refrigerate after opening.</p>\n\n<h3>Why South Asian pickles and chutneys?</h3>\n<p>\nIn Indian and Pakistani cuisine, <strong>pickles (achar)</strong> and chutneys are not just condiments —\nthey are an integral part of the meal. A spoonful of <strong>mango pickle</strong> alongside plain dal\nand rice transforms it into a complete, satisfying dish. These bold flavours are hard to replicate\nand even harder to find in regular Swedish supermarkets.\n</p>\n\n<h3>Storage</h3>\n<p>Refrigerate after opening. Always use a clean, dry spoon.\nOil-based pickles keep for up to 6 months; water-based chutneys for 2–4 weeks once opened.</p>\n\n<h3>Order from Ideal Indiska LIVS, Stockholm</h3>\n<p>\n<strong>Ideal Indiska LIVS</strong> is Stockholm's leading online Indian and Pakistani grocery store,\nstocking a wide range of <strong>pickles, chutneys, and pastes</strong> from brands like\nPatak's, Priya, Shan, National, and more.\nOrder your <strong>garlic paste</strong> today with fast delivery anywhere in Sweden.\n</p>",,,taxable,reduced-rate,1,,,0,0,310,,,,1,,,28,"Pickles\, Chutneys & Pastes > Cooking Pastes",,,https://crm.ideallivs.com/wp-content/uploads/2025/07/Ginger-Garlic-Paste.png,,,,,,,,,0,,Shan,Store Availability,On Display to Order,1,1,,,,,,,,,,
289,simple,192227,620514000701,National Mixed Pickle 320 gm,1,0,visible,"<p><strong>National</strong> <strong>Indian pickle / achar</strong> — A bold, spiced pickle that adds depth and heat to any South Asian meal. The perfect accompaniment to <strong>with rice and dal</strong> and <strong>alongside rotis</strong>. Available in a 320 g jar. Order from <strong>Ideal Indiska LIVS</strong> Stockholm — authentic <strong>Indian pickles</strong> with fast delivery across Sweden.</p>","<p>\n<strong>National Mixed Pickle 320 gm</strong> (320 g) by <strong>National</strong> — A bold, spiced pickle that adds depth and heat to any South Asian meal.\nAn essential condiment in South Asian households, this 320 g jar\nkeeps your table stocked with authentic <strong>Indian pickle / achar</strong>\nfor weeks of flavourful meals.\n</p>\n\n<h3>Serve with</h3>\n<ul>\n<li>with rice and dal</li><li>alongside rotis</li><li>with biryani</li><li>as a condiment</li>\n</ul>\n\n<h3>Serving tip</h3>\n<p>Store in the fridge after opening and always use a clean, dry spoon to extend shelf life.</p>\n\n<h3>Why South Asian pickles and chutneys?</h3>\n<p>\nIn Indian and Pakistani cuisine, <strong>pickles (achar)</strong> and chutneys are not just condiments —\nthey are an integral part of the meal. A spoonful of <strong>mango pickle</strong> alongside plain dal\nand rice transforms it into a complete, satisfying dish. These bold flavours are hard to replicate\nand even harder to find in regular Swedish supermarkets.\n</p>\n\n<h3>Storage</h3>\n<p>Refrigerate after opening. Always use a clean, dry spoon.\nOil-based pickles keep for up to 6 months; water-based chutneys for 2–4 weeks once opened.</p>\n\n<h3>Order from Ideal Indiska LIVS, Stockholm</h3>\n<p>\n<strong>Ideal Indiska LIVS</strong> is Stockholm's leading online Indian and Pakistani grocery store,\nstocking a wide range of <strong>pickles, chutneys, and pastes</strong> from brands like\nPatak's, Priya, Shan, National, and more.\nOrder your <strong>Indian pickle / achar</strong> today with fast delivery anywhere in Sweden.\n</p>",,,taxable,reduced-rate,1,,,0,0,320,,,,1,,,22,"Pickles\, Chutneys & Pastes > Pickles",,,https://crm.ideallivs.com/wp-content/uploads/2025/05/National-Mixed-Pickle-320-gm.png,,,,,,,,,0,,National,Store Availability,On Display to Order,1,1,,,,,,,,,,
290,simple,192228,620514000688,National Mixed Pickle 1 kg,1,0,visible,"<p><strong>National</strong> <strong>Indian pickle / achar</strong> — A bold, spiced pickle that adds depth and heat to any South Asian meal. The perfect accompaniment to <strong>with rice and dal</strong> and <strong>alongside rotis</strong>. Available in a 1 kg jar. Order from <strong>Ideal Indiska LIVS</strong> Stockholm — authentic <strong>Indian pickles</strong> with fast delivery across Sweden.</p>","<p>\n<strong>National Mixed Pickle 1 kg</strong> (1 kg) by <strong>National</strong> — A bold, spiced pickle that adds depth and heat to any South Asian meal.\nAn essential condiment in South Asian households, this 1 kg jar\nkeeps your table stocked with authentic <strong>Indian pickle / achar</strong>\nfor weeks of flavourful meals.\n</p>\n\n<h3>Serve with</h3>\n<ul>\n<li>with rice and dal</li><li>alongside rotis</li><li>with biryani</li><li>as a condiment</li>\n</ul>\n\n<h3>Serving tip</h3>\n<p>Store in the fridge after opening and always use a clean, dry spoon to extend shelf life.</p>\n\n<h3>Why South Asian pickles and chutneys?</h3>\n<p>\nIn Indian and Pakistani cuisine, <strong>pickles (achar)</strong> and chutneys are not just condiments —\nthey are an integral part of the meal. A spoonful of <strong>mango pickle</strong> alongside plain dal\nand rice transforms it into a complete, satisfying dish. These bold flavours are hard to replicate\nand even harder to find in regular Swedish supermarkets.\n</p>\n\n<h3>Storage</h3>\n<p>Refrigerate after opening. Always use a clean, dry spoon.\nOil-based pickles keep for up to 6 months; water-based chutneys for 2–4 weeks once opened.</p>\n\n<h3>Order from Ideal Indiska LIVS, Stockholm</h3>\n<p>\n<strong>Ideal Indiska LIVS</strong> is Stockholm's leading online Indian and Pakistani grocery store,\nstocking a wide range of <strong>pickles, chutneys, and pastes</strong> from brands like\nPatak's, Priya, Shan, National, and more.\nOrder your <strong>Indian pickle / achar</strong> today with fast delivery anywhere in Sweden.\n</p>",,,taxable,reduced-rate,1,,,0,0,1000,,,,1,,,45,"Pickles\, Chutneys & Pastes > Pickles",,,https://crm.ideallivs.com/wp-content/uploads/2025/05/National-Mixed-Pickle-1-kg.png,,,,,,,,,0,,National,Store Availability,On Display to Order,1,1,,,,,,,,,,
291,simple,192229,620514002569,National Mango Pickle 1 kg,1,0,visible,"<p><strong>National</strong> <strong>Mango pickle (mango achar)</strong> — A fiery, tangy condiment made with raw green mangoes, mustard oil, and a blend of aromatic spices. The perfect accompaniment to <strong>served alongside dal-rice</strong> and <strong>roti and paratha</strong>. Available in a 1 kg jar. Order from <strong>Ideal Indiska LIVS</strong> Stockholm — authentic <strong>Indian pickles</strong> with fast delivery across Sweden.</p>","<p>\n<strong>National Mango Pickle 1 kg</strong> (1 kg) by <strong>National</strong> — A fiery, tangy condiment made with raw green mangoes, mustard oil, and a blend of aromatic spices.\nAn essential condiment in South Asian households, this 1 kg jar\nkeeps your table stocked with authentic <strong>mango pickle (mango achar)</strong>\nfor weeks of flavourful meals.\n</p>\n\n<h3>Serve with</h3>\n<ul>\n<li>served alongside dal-rice</li><li>roti and paratha</li><li>pulao</li><li>any Indian meal</li>\n</ul>\n\n<h3>Serving tip</h3>\n<p>A little goes a long way — just 1 teaspoon per serving adds bold, punchy flavour to any meal.</p>\n\n<h3>Why South Asian pickles and chutneys?</h3>\n<p>\nIn Indian and Pakistani cuisine, <strong>pickles (achar)</strong> and chutneys are not just condiments —\nthey are an integral part of the meal. A spoonful of <strong>mango pickle</strong> alongside plain dal\nand rice transforms it into a complete, satisfying dish. These bold flavours are hard to replicate\nand even harder to find in regular Swedish supermarkets.\n</p>\n\n<h3>Storage</h3>\n<p>Refrigerate after opening. Always use a clean, dry spoon.\nOil-based pickles keep for up to 6 months; water-based chutneys for 2–4 weeks once opened.</p>\n\n<h3>Order from Ideal Indiska LIVS, Stockholm</h3>\n<p>\n<strong>Ideal Indiska LIVS</strong> is Stockholm's leading online Indian and Pakistani grocery store,\nstocking a wide range of <strong>pickles, chutneys, and pastes</strong> from brands like\nPatak's, Priya, Shan, National, and more.\nOrder your <strong>mango pickle (mango achar)</strong> today with fast delivery anywhere in Sweden.\n</p>",,,taxable,reduced-rate,1,,,0,0,1000,,,,1,,,45,"Pickles\, Chutneys & Pastes > Pickles",,,https://crm.ideallivs.com/wp-content/uploads/2025/05/National-Mango-Pickle-1-kg.png,,,,,,,,,0,,National,Store Availability,On Display to Order,1,1,,,,,,,,,,
292,simple,192230,620514001906,National Lemon Pickle 1 kg,1,0,visible,"<p><strong>National</strong> <strong>Indian pickle / achar</strong> — A bold, spiced pickle that adds depth and heat to any South Asian meal. The perfect accompaniment to <strong>with rice and dal</strong> and <strong>alongside rotis</strong>. Available in a 1 kg jar. Order from <strong>Ideal Indiska LIVS</strong> Stockholm — authentic <strong>Indian pickles</strong> with fast delivery across Sweden.</p>","<p>\n<strong>National Lemon Pickle 1 kg</strong> (1 kg) by <strong>National</strong> — A bold, spiced pickle that adds depth and heat to any South Asian meal.\nAn essential condiment in South Asian households, this 1 kg jar\nkeeps your table stocked with authentic <strong>Indian pickle / achar</strong>\nfor weeks of flavourful meals.\n</p>\n\n<h3>Serve with</h3>\n<ul>\n<li>with rice and dal</li><li>alongside rotis</li><li>with biryani</li><li>as a condiment</li>\n</ul>\n\n<h3>Serving tip</h3>\n<p>Store in the fridge after opening and always use a clean, dry spoon to extend shelf life.</p>\n\n<h3>Why South Asian pickles and chutneys?</h3>\n<p>\nIn Indian and Pakistani cuisine, <strong>pickles (achar)</strong> and chutneys are not just condiments —\nthey are an integral part of the meal. A spoonful of <strong>mango pickle</strong> alongside plain dal\nand rice transforms it into a complete, satisfying dish. These bold flavours are hard to replicate\nand even harder to find in regular Swedish supermarkets.\n</p>\n\n<h3>Storage</h3>\n<p>Refrigerate after opening. Always use a clean, dry spoon.\nOil-based pickles keep for up to 6 months; water-based chutneys for 2–4 weeks once opened.</p>\n\n<h3>Order from Ideal Indiska LIVS, Stockholm</h3>\n<p>\n<strong>Ideal Indiska LIVS</strong> is Stockholm's leading online Indian and Pakistani grocery store,\nstocking a wide range of <strong>pickles, chutneys, and pastes</strong> from brands like\nPatak's, Priya, Shan, National, and more.\nOrder your <strong>Indian pickle / achar</strong> today with fast delivery anywhere in Sweden.\n</p>",,,taxable,reduced-rate,0,,,0,0,1000,,,,1,,,45,"Pickles\, Chutneys & Pastes > Pickles",,,https://crm.ideallivs.com/wp-content/uploads/2025/05/National-Lemon-Pickle-1-kg.png,,,,,,,,,0,,National,Store Availability,On Display to Order,1,1,,,,,,,,,,
293,simple,192231,788821001160,National Chilli Pickle 1 kg,1,0,visible,<p><strong>National</strong> Authentic <strong>chilli powder (lal mirch)</strong> — ground red chilli powder — essential for <strong>curries</strong> and <strong>tandoori marinades</strong>. This convenient 1 kg pack (1 kg) brings the true flavour of South Asian <strong>spices</strong> to your kitchen. Order from <strong>Ideal Indiska LIVS</strong> Stockholm — fast delivery across Sweden.</p>,"<p>\n<strong>National Chilli Pickle 1 kg</strong> (1 kg) is an authentic <strong>chilli powder (lal mirch)</strong> —\nground red chilli powder — that brings the real taste of South Asian cooking to your home in Sweden.\nWhether you are cooking a weeknight curry or a festive biryani,\nthe right spice transforms ordinary ingredients into extraordinary meals.\n</p>\n<h3>About National</h3><p>National Foods is Pakistan's leading food brand since 1970. Each batch is carefully blended and packed to preserve the essential oils that give <strong>authentic Indian spices</strong> their distinctive aroma.</p>\n<h3>Use in these dishes</h3>\n<ul>\n<li>curries</li><li>tandoori marinades</li><li>chutneys</li><li>any spiced dish</li>\n</ul>\n\n<h3>Cooking tip</h3>\n<p>Start with ½ tsp and adjust. Kashmiri chilli gives colour with mild heat; regular chilli adds heat without much colour.</p>\n\n<h3>Why these spices?</h3>\n<ul>\n<li><strong>Authentic quality</strong> — same grade used in South Asian restaurant kitchens</li>\n<li><strong>Fresh and aromatic</strong> — sealed for maximum flavour preservation</li>\n<li><strong>1 kg pack</strong> — convenient 1 kg pack for your cooking frequency</li>\n<li><strong>Hard to find locally</strong> — specialist South Asian spices not available in regular Swedish stores</li>\n</ul>\n\n<h3>Storage</h3>\n<p>Keep in an airtight container away from direct sunlight and moisture.\nUse within 12 months of opening for optimal aroma and potency.</p>\n\n<h3>Order from Ideal Indiska LIVS, Stockholm</h3>\n<p>\n<strong>Ideal Indiska LIVS</strong> is Stockholm's leading online Indian and Pakistani grocery store.\nWe stock <strong>TRS</strong>, <strong>MDH</strong>, <strong>Shan</strong>, <strong>National</strong>,\n<strong>Everest</strong> and many more authentic <strong>Indian spices</strong> and <strong>masala</strong> blends.\nOrder your 1 kg <strong>chilli powder (lal mirch)</strong> today — snabb leverans i Sverige.\n</p>",,,taxable,reduced-rate,1,,,0,0,1000,,,,1,,,45,"Pickles\, Chutneys & Pastes > Pickles",,,https://crm.ideallivs.com/wp-content/uploads/2025/05/National-Chilli-Pickle-1-kg.png,,,,,,,,,0,,National,Store Availability,On Display to Order,1,1,,,,,,,,,,
294,simple,192232,788821001177,Shan Ginger Paste 310 gm,1,0,visible,"<p><strong>Shan</strong> <strong>Ginger paste</strong> — Smooth, ready-to-use ginger paste for instant flavour without the chopping and grating. The perfect accompaniment to <strong>curries</strong> and <strong>chai masala</strong>. Available in a 310 g jar. Order from <strong>Ideal Indiska LIVS</strong> Stockholm — authentic <strong>Indian pickles</strong> with fast delivery across Sweden.</p>","<p>\n<strong>Shan Ginger Paste 310 gm</strong> (310 g) by <strong>Shan</strong> — Smooth, ready-to-use ginger paste for instant flavour without the chopping and grating.\nAn essential condiment in South Asian households, this 310 g jar\nkeeps your table stocked with authentic <strong>ginger paste</strong>\nfor weeks of flavourful meals.\n</p>\n\n<h3>Serve with</h3>\n<ul>\n<li>curries</li><li>chai masala</li><li>marinades</li><li>stir-fries</li>\n</ul>\n\n<h3>Serving tip</h3>\n<p>Combine with equal parts garlic paste for the classic 'adrak-lahsun paste' base of most Indian curries.</p>\n\n<h3>Why South Asian pickles and chutneys?</h3>\n<p>\nIn Indian and Pakistani cuisine, <strong>pickles (achar)</strong> and chutneys are not just condiments —\nthey are an integral part of the meal. A spoonful of <strong>mango pickle</strong> alongside plain dal\nand rice transforms it into a complete, satisfying dish. These bold flavours are hard to replicate\nand even harder to find in regular Swedish supermarkets.\n</p>\n\n<h3>Storage</h3>\n<p>Refrigerate after opening. Always use a clean, dry spoon.\nOil-based pickles keep for up to 6 months; water-based chutneys for 2–4 weeks once opened.</p>\n\n<h3>Order from Ideal Indiska LIVS, Stockholm</h3>\n<p>\n<strong>Ideal Indiska LIVS</strong> is Stockholm's leading online Indian and Pakistani grocery store,\nstocking a wide range of <strong>pickles, chutneys, and pastes</strong> from brands like\nPatak's, Priya, Shan, National, and more.\nOrder your <strong>ginger paste</strong> today with fast delivery anywhere in Sweden.\n</p>",,,taxable,reduced-rate,1,,,0,0,310,,,,1,,,28,"Pickles\, Chutneys & Pastes > Cooking Pastes",,,https://crm.ideallivs.com/wp-content/uploads/2025/07/Ginger-paste.png,,,,,,,,,0,,Shan,Store Availability,On Display to Order,1,1,,,,,,,,,,
295,simple,192233,788821079183,Shan Garlic Paste 310 gm,1,0,visible,<p><strong>Shan</strong> <strong>Garlic paste</strong> — Ready-to-use smooth garlic paste — saves peeling and grinding every time you cook. The perfect accompaniment to <strong>curries</strong> and <strong>marinades</strong>. Available in a 310 g jar. Order from <strong>Ideal Indiska LIVS</strong> Stockholm — authentic <strong>Indian pickles</strong> with fast delivery across Sweden.</p>,"<p>\n<strong>Shan Garlic Paste 310 gm</strong> (310 g) by <strong>Shan</strong> — Ready-to-use smooth garlic paste — saves peeling and grinding every time you cook.\nAn essential condiment in South Asian households, this 310 g jar\nkeeps your table stocked with authentic <strong>garlic paste</strong>\nfor weeks of flavourful meals.\n</p>\n\n<h3>Serve with</h3>\n<ul>\n<li>curries</li><li>marinades</li><li>tikka</li><li>dal tadka</li><li>any savoury dish</li>\n</ul>\n\n<h3>Serving tip</h3>\n<p>Use 1 tsp of paste per 2 garlic cloves called for in a recipe. Refrigerate after opening.</p>\n\n<h3>Why South Asian pickles and chutneys?</h3>\n<p>\nIn Indian and Pakistani cuisine, <strong>pickles (achar)</strong> and chutneys are not just condiments —\nthey are an integral part of the meal. A spoonful of <strong>mango pickle</strong> alongside plain dal\nand rice transforms it into a complete, satisfying dish. These bold flavours are hard to replicate\nand even harder to find in regular Swedish supermarkets.\n</p>\n\n<h3>Storage</h3>\n<p>Refrigerate after opening. Always use a clean, dry spoon.\nOil-based pickles keep for up to 6 months; water-based chutneys for 2–4 weeks once opened.</p>\n\n<h3>Order from Ideal Indiska LIVS, Stockholm</h3>\n<p>\n<strong>Ideal Indiska LIVS</strong> is Stockholm's leading online Indian and Pakistani grocery store,\nstocking a wide range of <strong>pickles, chutneys, and pastes</strong> from brands like\nPatak's, Priya, Shan, National, and more.\nOrder your <strong>garlic paste</strong> today with fast delivery anywhere in Sweden.\n</p>",,,taxable,reduced-rate,1,,,0,0,310,,,,1,,,28,"Pickles\, Chutneys & Pastes > Cooking Pastes",,,https://crm.ideallivs.com/wp-content/uploads/2025/07/Garlic-Paste.png,,,,,,,,,0,,Shan,Store Availability,On Display to Order,1,1,,,,,,,,,,
296,simple,192234,788821125125,Shan Garlic Pickle 300 gm,1,0,visible,"<p><strong>Shan</strong> <strong>Indian pickle / achar</strong> — A bold, spiced pickle that adds depth and heat to any South Asian meal. The perfect accompaniment to <strong>with rice and dal</strong> and <strong>alongside rotis</strong>. Available in a 300 g jar. Order from <strong>Ideal Indiska LIVS</strong> Stockholm — authentic <strong>Indian pickles</strong> with fast delivery across Sweden.</p>","<p>\n<strong>Shan Garlic Pickle 300 gm</strong> (300 g) by <strong>Shan</strong> — A bold, spiced pickle that adds depth and heat to any South Asian meal.\nAn essential condiment in South Asian households, this 300 g jar\nkeeps your table stocked with authentic <strong>Indian pickle / achar</strong>\nfor weeks of flavourful meals.\n</p>\n\n<h3>Serve with</h3>\n<ul>\n<li>with rice and dal</li><li>alongside rotis</li><li>with biryani</li><li>as a condiment</li>\n</ul>\n\n<h3>Serving tip</h3>\n<p>Store in the fridge after opening and always use a clean, dry spoon to extend shelf life.</p>\n\n<h3>Why South Asian pickles and chutneys?</h3>\n<p>\nIn Indian and Pakistani cuisine, <strong>pickles (achar)</strong> and chutneys are not just condiments —\nthey are an integral part of the meal. A spoonful of <strong>mango pickle</strong> alongside plain dal\nand rice transforms it into a complete, satisfying dish. These bold flavours are hard to replicate\nand even harder to find in regular Swedish supermarkets.\n</p>\n\n<h3>Storage</h3>\n<p>Refrigerate after opening. Always use a clean, dry spoon.\nOil-based pickles keep for up to 6 months; water-based chutneys for 2–4 weeks once opened.</p>\n\n<h3>Order from Ideal Indiska LIVS, Stockholm</h3>\n<p>\n<strong>Ideal Indiska LIVS</strong> is Stockholm's leading online Indian and Pakistani grocery store,\nstocking a wide range of <strong>pickles, chutneys, and pastes</strong> from brands like\nPatak's, Priya, Shan, National, and more.\nOrder your <strong>Indian pickle / achar</strong> today with fast delivery anywhere in Sweden.\n</p>",,,taxable,reduced-rate,1,,,0,0,300,,,,1,,,28,"Pickles\, Chutneys & Pastes",,,https://crm.ideallivs.com/wp-content/uploads/2025/07/garlic-pickle.png,,,,,,,,,0,,Shan,Store Availability,On Display to Order,1,1,,,,,,,,,,
297,simple,192235,5011308307055,Shan Lemon Pickle 300 gm,1,0,visible,"<p><strong>Shan</strong> <strong>Indian pickle / achar</strong> — A bold, spiced pickle that adds depth and heat to any South Asian meal. The perfect accompaniment to <strong>with rice and dal</strong> and <strong>alongside rotis</strong>. Available in a 300 g jar. Order from <strong>Ideal Indiska LIVS</strong> Stockholm — authentic <strong>Indian pickles</strong> with fast delivery across Sweden.</p>","<p>\n<strong>Shan Lemon Pickle 300 gm</strong> (300 g) by <strong>Shan</strong> — A bold, spiced pickle that adds depth and heat to any South Asian meal.\nAn essential condiment in South Asian households, this 300 g jar\nkeeps your table stocked with authentic <strong>Indian pickle / achar</strong>\nfor weeks of flavourful meals.\n</p>\n\n<h3>Serve with</h3>\n<ul>\n<li>with rice and dal</li><li>alongside rotis</li><li>with biryani</li><li>as a condiment</li>\n</ul>\n\n<h3>Serving tip</h3>\n<p>Store in the fridge after opening and always use a clean, dry spoon to extend shelf life.</p>\n\n<h3>Why South Asian pickles and chutneys?</h3>\n<p>\nIn Indian and Pakistani cuisine, <strong>pickles (achar)</strong> and chutneys are not just condiments —\nthey are an integral part of the meal. A spoonful of <strong>mango pickle</strong> alongside plain dal\nand rice transforms it into a complete, satisfying dish. These bold flavours are hard to replicate\nand even harder to find in regular Swedish supermarkets.\n</p>\n\n<h3>Storage</h3>\n<p>Refrigerate after opening. Always use a clean, dry spoon.\nOil-based pickles keep for up to 6 months; water-based chutneys for 2–4 weeks once opened.</p>\n\n<h3>Order from Ideal Indiska LIVS, Stockholm</h3>\n<p>\n<strong>Ideal Indiska LIVS</strong> is Stockholm's leading online Indian and Pakistani grocery store,\nstocking a wide range of <strong>pickles, chutneys, and pastes</strong> from brands like\nPatak's, Priya, Shan, National, and more.\nOrder your <strong>Indian pickle / achar</strong> today with fast delivery anywhere in Sweden.\n</p>",,,taxable,reduced-rate,0,,,0,0,300,,,,1,,,22,"Pickles\, Chutneys & Pastes",,,https://crm.ideallivs.com/wp-content/uploads/2025/07/Shan-Lemon-Pickle-300-gm.png,,,,,,,,,0,,Shan,Store Availability,On Display to Order,1,1,,,,,,,,,,
